Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	cdfbcbfb-1cb0-4cf3-bf81-4975fb6060d4
Plate Name	18JUNE2025 HMC3 Drug Repurp PLATE1 repeat
Measurement	Measurement 1
Evaluation	Evaluation1

[Data]
Row	Column	Plane	Timepoint	All Cells - Number of Objects	All Cells - Non border cells - Mean per Well	Non border cells - Number of Objects	Non border cells - Total Spot Area - Mean per Well	Non border cells - Relative Spot Intensity - Mean per Well	Non border cells - Number of Spots - Mean per Well	Non border cells - Number of Spots per Area of Cell - Mean per Well	Spots Substrate - Number of Objects	Spots Substrate - Relative Spot Intensity - Mean per Well	Spots Substrate - Corrected Spot Intensity - Mean per Well	Spots Substrate - Uncorrected Spot Peak Intensity - Mean per Well	Spots Substrate - Spot Contrast - Mean per Well	Spots Substrate - Spot Background Intensity - Mean per Well	Spots Substrate - Spot Area [px²] - Mean per Well	Spots Substrate - Region Intensity - Mean per Well	Spots Substrate - Spot to Region Intensity - Mean per Well	Spots Substrate - Corrected Spot Intensity - StdDev per Well	Number of Analyzed Fields	Height [µm]	Time [s]	Temperature	Target Temperature	CO2	Target CO2	Compound	Concentration	Cell Type	Cell Count	
4	2	1	1	2617	0.91402369125	2392	782.966555184	0.451670125237	14.6433946488	0.00389496716666	35027	0.602417804562	1414.92690433	2433.44054586	0.527837441434	231.546199385	53.4689239729	846.48212634	2.0307678309	5246.59074561	25	0	0	Below	37	InLimits	5					
3	2	1	1	2463	0.92245229395	2272	770.617517606	0.473140664509	14.1439260563	0.00390776966103	32135	0.602432822428	1363.21535067	2354.16405788	0.527108702294	226.597675685	54.4839894196	867.589068222	1.97342628621	5108.06617315	25	0	0	Below	37	InLimits	5					
2	2	1	1	2571	0.907429015947	2333	791.369052722	0.470618150108	13.6240891556	0.00370656574484	31785	0.599883860693	1380.23937242	2395.84577631	0.524051520066	230.523267624	58.0860154161	830.206590698	2.02180544312	5036.53823989	25	0	0	Below	37	InLimits	5					
2	3	1	1	1974	0.931610942249	1839	784.082653616	0.497151872807	13.152800435	0.0034096581873	24188	0.605651341963	1424.53824759	2477.94637837	0.530614862069	229.866913129	59.6133619977	854.814048136	1.98848071543	5058.68167053	25	0	0	Below	37	InLimits	5					
3	3	1	1	1894	0.926082365364	1754	777.331242873	0.491806070431	14.0256556442	0.00358865627133	24601	0.608180810083	1432.72508152	2482.82655177	0.533790224851	228.328441814	55.4220966627	844.075298594	2.00404015749	5099.68612979	25	0	0	Below	37	InLimits	5					
4	3	1	1	2012	0.916003976143	1843	849.010309278	0.595753686093	12.9755832881	0.00333158409632	23914	0.611470287809	1491.27106509	2582.3270051	0.538757881216	239.653857701	65.4313791085	1134.41632294	1.60638084468	5008.48545729	25	0	0	Below	37	InLimits	5					
5	3	1	1	2218	0.914337240757	2028	732.702169625	0.445022547295	13.0118343195	0.0034366480053	26388	0.596246788062	1239.65109349	2178.92511748	0.519127184998	226.540939075	56.3104441413	782.160745928	1.99096658497	4575.71429862	25	0	0	Below	37	InLimits	5					
6	3	1	1	2223	0.909131803869	2021	861.009401286	0.575721802245	14.3592281049	0.00361333711045	29020	0.614426480378	1498.37694812	2565.19293591	0.541337413944	237.995485618	59.9620951068	1095.18744279	1.63608337587	5185.17412581	25	0	0	Below	37	InLimits	5					
7	3	1	1	2540	0.922834645669	2344	790.855375427	0.472675195878	13.8041808874	0.00352610907015	32357	0.602176375982	1328.32648175	2302.78168557	0.526077383936	230.037582798	57.2910034923	848.647201384	1.92526366217	4912.94525104	25	0	0	Below	37	InLimits	5					
8	3	1	1	2518	0.917394757744	2310	833.497402597	0.470629107082	13.9541125541	0.00347508538821	32234	0.601335949335	1361.04216128	2354.17379165	0.526004421602	233.441477487	59.7313085562	842.789992222	1.93704786209	5058.56321796	25	0	0	Below	37	InLimits	5					
9	3	1	1	2135	0.908196721311	1939	776.122743682	0.481102318387	13.4925219185	0.00339377610773	26162	0.604426736445	1360.93136335	2363.93444691	0.528273821746	227.632991724	57.5224371225	831.782400491	1.95463192029	4925.34775875	25	0	0	Below	37	InLimits	5					
10	3	1	1	2150	0.924186046512	1987	757.259687972	0.475289090953	14.1061902365	0.00361943849582	28029	0.604958748613	1377.83619316	2360.45445788	0.529433388765	225.171586281	53.6827928217	887.953442707	1.94056289722	5192.81609069	25	0	0	Below	37	InLimits	5					
11	3	1	1	2426	0.900659521847	2185	820.887414188	0.503155075597	12.8915331808	0.00332583237788	28168	0.610927934319	1439.41432348	2479.39367367	0.536361316619	233.181143667	63.6764768532	922.917405687	1.88709765463	5176.14727875	25	0	0	Below	37	InLimits	5					
12	3	1	1	2494	0.917401764234	2288	798.925699301	0.579367224311	12.3601398601	0.00327003631885	28280	0.601524021538	1356.97507763	2367.85876945	0.526194258536	241.888240601	64.6372701556	1052.18639641	1.5497192058	4696.38554357	25	0	0	Below	37	InLimits	5					
13	3	1	1	2253	0.922325787838	2078	726.380173244	0.472194490999	12.4027911453	0.00335436629796	25773	0.593559782663	1331.10111957	2298.30628953	0.51544937113	230.295392925	58.5658635006	838.978942515	1.94197584345	5093.29571965	25	0	0	Below	37	InLimits	5					
14	3	1	1	2164	0.916358595194	1983	745.004538578	0.478169009826	13.05799294	0.00344698585569	25894	0.612038633949	1461.21357014	2521.04599521	0.538892256702	235.326405484	57.0535259133	900.784017802	1.98721100017	5198.30383127	25	0	0	Below	37	InLimits	5					
15	3	1	1	2262	0.900972590628	2038	775.145731109	0.452236634784	14.8572129539	0.00371239720559	30279	0.605515854766	1404.35176435	2428.65302685	0.530978623024	234.685429058	52.1730242082	837.188391739	2.03753300136	5105.11446389	25	0	0	Below	37	InLimits	5					
15	4	1	1	1971	0.912227295789	1798	768.417130145	0.461716267617	13.7480533927	0.0034330604332	24719	0.604943254188	1348.27990311	2335.90921963	0.52899387617	231.597446449	55.892795016	851.852531169	1.93319596234	4982.39947672	25	0	0	Below	37	InLimits	5					
14	4	1	1	2190	0.922374429224	2020	787.899009901	0.502211327262	13.0069306931	0.00320650661791	26274	0.600559668184	1372.49829738	2376.55431225	0.524056293956	234.176914492	60.5753216107	898.641578384	1.86827653142	5038.91020433	25	0	0	Below	37	InLimits	5					
13	4	1	1	2148	0.927374301676	1992	782.357931727	0.522937560628	13.3358433735	0.00337511648398	26565	0.601612090781	1394.41776902	2406.74703557	0.526103171802	235.109449141	58.6658008658	966.657284595	1.80154990972	5050.8905972	25	0	0	Below	37	InLimits	5					
12	4	1	1	2326	0.932932072227	2170	800.213824885	0.502279381673	14.5299539171	0.00363906747271	31530	0.598421699949	1364.86362154	2353.42813194	0.522401395451	233.494414004	55.0733904218	922.103505592	1.84797969112	5115.9208076	25	0	0	Below	37	InLimits	5					
11	4	1	1	2577	0.914241365929	2356	819.014855688	0.511082221411	14.2669779287	0.00351273557115	33613	0.594036150127	1312.75940794	2270.32344629	0.517003405711	234.582551724	57.4063308839	903.870336757	1.79603084247	4991.75560295	25	0	0	Below	37	InLimits	5					
10	4	1	1	2232	0.927867383513	2071	842.526798648	0.568068644465	13.9739256398	0.00339580483655	28940	0.613448336493	1449.99380346	2512.33106427	0.540211468354	235.705085141	60.2927781617	1034.02567679	1.69445794641	4957.11177292	25	0	0	Below	37	InLimits	5					
9	4	1	1	2190	0.910502283105	1994	831.544132397	0.526026226916	15.3786359077	0.00394175563678	30665	0.60825197921	1425.79013644	2453.91844122	0.534464991582	236.573511924	54.0713843144	1014.44829409	1.72269735973	5197.3193547	25	0	0	Below	37	InLimits	5					
8	4	1	1	2467	0.914876368058	2257	817.247673903	0.483159222483	14.7563136907	0.00362235323674	33305	0.604235827971	1479.20405329	2552.57405795	0.529090042273	235.814897367	55.3829154782	943.49330222	1.91509032629	5271.11839601	25	0	0	Below	37	InLimits	5					
7	4	1	1	2392	0.922658862876	2207	824.322609878	0.484463422295	14.6107838695	0.00355711078328	32246	0.60407978415	1336.38161705	2326.16696645	0.528652915604	233.02470269	56.418780624	826.572268203	1.94730118702	4841.62029494	25	0	0	Below	37	InLimits	5					
6	4	1	1	2049	0.915080527086	1875	761.3136	0.503622626508	13.9514666667	0.00355292130755	26159	0.599905484944	1235.3724073	2164.90034023	0.523775359806	232.923505811	54.5687144004	878.241288623	1.79287858848	4515.20112924	25	0	0	Below	37	InLimits	5					
5	4	1	1	2398	0.911175979983	2185	797.279176201	0.500131993321	14.0750572082	0.00361571551802	30754	0.598154863232	1378.49733656	2389.05462704	0.522036901926	236.942901914	56.6448266892	916.174378057	1.82707186463	5064.4806976	25	0	0	Below	37	InLimits	5					
4	4	1	1	2000	0.9185	1837	850.18726184	0.553809363564	13.5770277627	0.00314607847915	24941	0.600726710123	1385.84619985	2425.7613568	0.524042767545	239.173994314	62.6195421194	1018.8961452	1.65202271	4762.9400111	25	0	0	Below	37	InLimits	5					
3	4	1	1	2214	0.914182475158	2024	792.890316206	0.491822658734	12.628458498	0.00321133029482	25560	0.59809099229	1361.35755018	2375.29330986	0.521337868134	235.56724678	62.7859937402	886.867753108	1.89901617984	4840.23055388	25	0	0	Below	37	InLimits	5					
2	4	1	1	1992	0.904618473896	1802	758.282463929	0.494920592515	12.2081021088	0.00325403564845	21999	0.602007770493	1352.8559408	2377.5964362	0.52556705079	230.628860251	62.1130505932	814.808453315	1.9537331977	4753.11193293	25	0	0	Below	37	InLimits	5					
2	5	1	1	2407	0.919401744911	2213	760.107546317	0.493488218947	13.2851333032	0.00350152003347	29400	0.61408232755	1542.71385062	2656.59292517	0.541561434494	239.511555829	57.2148979592	937.991206686	1.96533745026	5386.42313199	25	0	0	Below	37	InLimits	5					
3	5	1	1	2169	0.900875979714	1954	785.357727738	0.504886208161	14	0.00355816184483	27356	0.602182903656	1319.00309214	2309.31441	0.526810366361	235.622100632	56.0969805527	912.600379348	1.81402373829	4653.04404478	25	0	0	Below	37	InLimits	5					
4	5	1	1	1836	0.917211328976	1684	759.183491686	0.50724217811	13.4423990499	0.00340982321656	22637	0.610718057463	1381.71178426	2402.80664399	0.535446421061	227.001744297	56.4767857932	880.417578898	1.8641179907	4919.24799157	25	0	0	Below	37	InLimits	5					
5	5	1	1	2293	0.910161360663	2087	792.633924293	0.507295878569	13.6569238141	0.0033525913839	28502	0.597473899783	1259.73847779	2200.21356396	0.520956694832	230.804603124	58.0389797207	848.971174227	1.82563558776	4721.70181916	25	0	0	Below	37	InLimits	5					
6	5	1	1	1862	0.906015037594	1687	815.009484292	0.529852620386	14.2880853586	0.0033625555954	24104	0.600653603176	1241.73331714	2182.34878029	0.524203606591	230.807131767	57.0411964819	872.476696289	1.74787038057	4417.95279224	25	0	0	Below	37	InLimits	5					
7	5	1	1	2535	0.921893491124	2337	811.488660676	0.507933161785	14.3093709884	0.00363210987361	33441	0.607086509572	1446.07825288	2508.38536527	0.533436996424	240.585644793	56.7102957447	942.123539561	1.86613447824	5106.33851637	25	0	0	Below	37	InLimits	5					
8	5	1	1	2345	0.908742004264	2131	907.068512435	0.538066207333	15.4641013609	0.00351680449194	32954	0.608590466188	1503.21107499	2583.13600777	0.535514752574	242.791041198	58.6563998301	1064.60199969	1.73215101599	5325.39870606	25	0	0	Below	37	InLimits	5					
9	5	1	1	2180	0.920183486239	2006	838.09670987	0.52283232634	16.1919242273	0.00373699525619	32481	0.605711337462	1362.75830756	2364.18712478	0.530924836181	231.95883256	51.7601674825	935.709959538	1.75493825051	4951.54370116	25	0	0	Below	37	InLimits	5					
10	5	1	1	2102	0.909609895338	1912	816.829497908	0.532264314583	15.2505230126	0.00349274911037	29159	0.604781861835	1340.42009591	2354.47789705	0.52972947638	235.35432082	53.5607531122	916.959991207	1.75889011514	4662.20697503	25	0	0	InLimits	37	InLimits	5					
11	5	1	1	2098	0.917540514776	1925	788.015064935	0.517366244665	14.1080519481	0.00347906817896	27158	0.604875514241	1376.57113755	2385.74917151	0.52964550767	234.85326414	55.8556962958	915.154962054	1.82486142585	4936.75613188	25	0	0	InLimits	37	InLimits	5					
12	5	1	1	2600	0.922307692308	2398	823.896997498	0.521177673148	13.8156797331	0.00332527052722	33130	0.601874640425	1394.47405777	2429.73769997	0.526801530446	242.003007998	59.6349230305	958.813234921	1.81164400221	4897.62812651	25	0	0	InLimits	37	InLimits	5					
13	5	1	1	2123	0.919453603391	1952	767.503586066	0.506150425755	12.3775614754	0.00316834413592	24161	0.598034749626	1297.80140844	2269.86275403	0.521310089195	235.667364061	62.0076569678	881.173927299	1.83936287827	4681.30517498	25	0	0	InLimits	37	InLimits	5					
14	5	1	1	2704	0.917159763314	2480	824.002419355	0.520255867829	14.2024193548	0.00341794381659	35222	0.606491162294	1426.45927223	2470.0646187	0.531705472296	238.36665466	58.0184543751	964.977905942	1.8535323148	5033.58214407	25	0	0	InLimits	37	InLimits	5					
15	5	1	1	2427	0.918005768438	2228	727.172351885	0.454275897769	12.8249551167	0.00342455422658	28574	0.603667102019	1402.67307494	2428.25533702	0.527456492565	233.397249006	56.6997970183	825.590813008	2.05155089321	5095.36984577	25	0	0	InLimits	37	InLimits	5					
15	6	1	1	2436	0.920771756979	2243	776.622826572	0.47373345383	13.8979045921	0.00352274280677	31173	0.603417486696	1385.1077783	2397.96689443	0.528098510144	237.110776301	55.8805697238	850.200124937	1.97283439297	5014.73529892	25	0	0	InLimits	37	InLimits	5					
14	6	1	1	2256	0.918882978723	2073	816.32368548	0.552654696482	13.5576459238	0.00322926725646	28105	0.599004429294	1304.86517666	2287.42547589	0.522580900749	236.181117618	60.2113147127	945.620298321	1.68652274092	4656.10272118	25	0	0	InLimits	37	InLimits	5					
13	6	1	1	2417	0.918907736864	2221	830.147681225	0.526681709344	14.3998199009	0.00345275416489	31982	0.611296353897	1469.02355535	2540.1199112	0.538209724303	239.054556225	57.6498655494	1001.55327234	1.81018367827	5100.03323952	25	0	0	InLimits	37	InLimits	5					
12	6	1	1	2644	0.923600605144	2442	824.855855856	0.513466772129	15.1977886978	0.00384719654051	37113	0.600652091922	1329.53848835	2314.74744699	0.525774882967	238.198017023	54.2747285318	930.239706986	1.75193981299	4893.39351802	25	0	0	InLimits	37	InLimits	5					
11	6	1	1	2414	0.921706710853	2225	788.122247191	0.491057122781	15.8112359551	0.00386224697004	35180	0.600960710389	1411.9985606	2438.56384309	0.525320847383	231.563100065	49.8457077885	873.242476365	1.94658597509	5178.68322938	25	0	0	InLimits	37	InLimits	5					
10	6	1	1	2448	0.912173202614	2233	844.697268249	0.515769553915	15.5042543663	0.0036924117482	34621	0.604812079285	1388.59756619	2414.28549146	0.530072689283	236.060028671	54.4816440888	944.798004511	1.80798380476	4952.95060072	25	0	0	InLimits	37	InLimits	5					
9	6	1	1	2726	0.90719002201	2473	826.473918318	0.502966388058	16.1779215528	0.00393623578334	40008	0.606134845791	1383.31210031	2409.93366327	0.532546720952	239.249358264	51.0865326935	943.56810878	1.81795057069	4926.14056731	25	0	0	InLimits	37	InLimits	5					
8	6	1	1	2518	0.908260524226	2287	834.316571928	0.525532912564	16.4984696108	0.00397077284132	37732	0.607946556321	1419.65520006	2465.55721934	0.534277251693	234.725706493	50.5693310718	967.853532554	1.77888867822	5071.41941555	25	0	0	InLimits	37	InLimits	5					
7	6	1	1	2375	0.926315789474	2200	810.533181818	0.521532106664	13.9677272727	0.00342541260496	30729	0.597882677244	1328.08361051	2314.82244785	0.521379351203	237.343308879	58.0289954115	970.653885166	1.71467582201	4797.69321865	25	0	0	InLimits	37	InLimits	5					
6	6	1	1	2378	0.917157275021	2181	790.653370014	0.510233304836	14.2379642366	0.00351697291497	31053	0.599070744805	1372.80450844	2382.91714166	0.523068283112	237.467173766	55.5313496281	943.469677347	1.73744899035	4937.96225583	25	0	0	InLimits	37	InLimits	5					
5	6	1	1	2210	0.917194570136	2027	783.314750863	0.499685416731	14.3734583128	0.00347677979848	29135	0.601839604587	1363.84161358	2383.82371718	0.526086905936	234.04985356	54.4973056461	897.989681688	1.82969816728	4868.09901001	25	0	0	InLimits	37	InLimits	5					
4	6	1	1	2414	0.910521955261	2198	771.716105551	0.496090801118	14.2197452229	0.00356898877853	31255	0.605800196071	1369.40574102	2372.7931531	0.530680066198	232.790412194	54.2707406815	896.181693417	1.86612577575	4967.45247245	25	0	0	InLimits	37	InLimits	5					
3	6	1	1	2304	0.923611111111	2128	758.03806391	0.50929358704	13.2514097744	0.00345275185874	28199	0.600906381462	1380.46787223	2398.13195503	0.525668827817	234.278336744	57.204333487	911.654836042	1.84235449043	5035.74911866	25	0	0	InLimits	37	InLimits	5					
2	6	1	1	2223	0.922627080522	2051	735.008776207	0.485022142814	12.9488054608	0.0036088904301	26558	0.612923302845	1518.57223847	2615.93233677	0.540401362162	236.586913496	56.7626703818	932.075386654	1.94489536229	5360.74405851	25	0	0	InLimits	37	InLimits	5					
2	7	1	1	2078	0.912897016362	1897	756.453347391	0.50195554645	11.7042698998	0.00312749720538	22203	0.617128811214	1602.40780732	2745.94113408	0.545154452836	239.844443779	64.6305454218	1023.93473159	1.92283436209	5497.08246098	25	0	0	InLimits	37	InLimits	5					
3	7	1	1	1945	0.915167095116	1780	754.551685393	0.477389727191	13.5646067416	0.00350870140968	24145	0.60919212333	1355.59602302	2356.92926072	0.534888100268	229.571518422	55.6265065231	866.804032169	1.92078477175	4885.0001499	25	0	0	InLimits	37	InLimits	5					
4	7	1	1	2444	0.911211129296	2227	780.321957791	0.495229801035	13.2052088011	0.0033493470286	29408	0.594780379048	1329.36215591	2308.80566513	0.517883522727	236.881666472	59.0919817737	896.315245412	1.79400809421	4933.58529963	25	0	0	InLimits	37	InLimits	5					
5	7	1	1	2286	0.922134733158	2108	765.603889943	0.487408929712	14.4482922201	0.00358712547133	30457	0.602365681708	1294.26179834	2260.90212431	0.527007592651	232.712197121	52.9892307187	877.987913951	1.86076676612	4713.45148411	25	0	0	InLimits	37	InLimits	5					
6	7	1	1	2431	0.918140682847	2232	774.142473118	0.49892150705	13.7517921147	0.00346715851802	30694	0.60438200488	1330.45674301	2329.86681436	0.529620818103	236.680760914	56.2939336678	901.684547881	1.81986835217	4822.62102798	25	0	0	InLimits	37	InLimits	5					
7	7	1	1	2645	0.9202268431	2434	799.05505341	0.493474923025	13.839769926	0.0033837249282	33686	0.600119018408	1342.72996816	2332.41812622	0.52442690476	235.938474215	57.736151517	883.188446096	1.90112858457	4918.80399209	25	0	0	InLimits	37	InLimits	5					
8	7	1	1	2568	0.908878504673	2334	819.613967438	0.487409425996	14.6610968295	0.00355300907154	34219	0.596535761227	1288.55591245	2259.87238084	0.520642509758	237.714369441	55.9040007014	908.161686789	1.76043869615	4732.76125534	25	0	0	InLimits	37	InLimits	5					
9	7	1	1	2496	0.908253205128	2267	794.999117777	0.504992075719	14.137185708	0.0035326938754	32049	0.598321866766	1350.02853944	2356.34718712	0.522114943688	236.557653915	56.2346095042	917.526902078	1.78670231079	4830.7237728	25	0	0	InLimits	37	InLimits	5					
10	7	1	1	2595	0.91753371869	2381	789.243595128	0.509092978767	13.7946241075	0.00341845061309	32845	0.603836626922	1321.6606578	2313.8257269	0.528507221802	229.959636009	57.2138529457	895.681745148	1.79009763762	4731.56961	25	0	0	InLimits	37	InLimits	5					
11	7	1	1	2125	0.911058823529	1936	769.140495868	0.523576451069	14.3063016529	0.00353509557997	27697	0.605594516382	1400.98340639	2432.99111817	0.531399019955	235.755205658	53.762356934	962.529983427	1.79694100491	4975.49717688	25	0	0	InLimits	37	InLimits	5					
12	7	1	1	2398	0.917014178482	2199	807.179627103	0.497609497683	14.7344247385	0.00351003118907	32401	0.599982775647	1367.50274391	2387.33418722	0.524879810084	241.490295896	54.7818894479	915.075372189	1.82564335566	4888.24204004	25	0	0	InLimits	37	InLimits	5					
13	7	1	1	2723	0.905618802791	2466	815.674776967	0.494937771194	15.1326034063	0.00368204150398	37317	0.600493043766	1358.8567332	2372.72827398	0.525815786642	242.042858093	53.9018141866	915.924551834	1.83074934721	4887.61458912	25	0	0	InLimits	37	InLimits	5					
14	7	1	1	2243	0.919304502898	2062	746.430164888	0.531463472803	12.3094083414	0.00310855639229	25382	0.608607903067	1384.28497498	2415.77574659	0.53268925634	232.48064431	60.638996139	942.007234438	1.81676789705	4747.22847917	25	0	0	InLimits	37	InLimits	5					
15	7	1	1	2548	0.902668759812	2300	707.642173913	0.465056676613	11.5	0.00322025286523	26450	0.607973208735	1443.90316683	2500.05164461	0.533356345996	231.862302357	61.5341020794	854.772171859	2.04178622466	5151.79664318	25	0	0	InLimits	37	InLimits	5					
15	8	1	1	2472	0.921116504854	2277	768.185770751	0.478645131576	13.9222661397	0.00359913917732	31701	0.613790649081	1522.58205337	2624.263304	0.541011656501	236.528394545	55.1767767578	917.224815647	2.01157624099	5274.91164409	25	0	0	InLimits	37	InLimits	5					
14	8	1	1	2353	0.915852103697	2155	708.423201856	0.487476351843	12.2069605568	0.00323078448854	26306	0.602500750722	1244.15966687	2193.85364556	0.526009622318	231.350695131	58.0343647837	830.359307333	1.87452624088	4430.47573056	25	0	0	InLimits	37	InLimits	5					
13	8	1	1	2876	0.906467315716	2607	791.861143076	0.502984130137	14.2869198312	0.00350049100963	37246	0.588676758617	1309.31445847	2296.94163132	0.511642094038	244.267556494	55.4256027493	912.034482891	1.81914393156	4777.17442422	25	0	0	InLimits	37	InLimits	5					
12	8	1	1	2624	0.913490853659	2397	819.770963705	0.512703038704	15.6216103463	0.00380215831095	37445	0.609994639038	1523.72579775	2643.49969288	0.537350499694	244.912917928	52.4767258646	992.333950861	1.86819991095	5195.88898163	25	0	0	InLimits	37	InLimits	5					
11	8	1	1	2560	0.917578125	2349	799.765857812	0.528584952944	14.9272030651	0.00362119275374	35064	0.597486788087	1277.50766237	2246.8909708	0.521275506616	236.476817779	53.5777435546	928.459536952	1.69770356303	4589.19410833	25	0	0	InLimits	37	InLimits	5					
10	8	1	1	2451	0.920848633211	2257	801.894550288	0.493353425976	15.0389898095	0.00356335817341	33943	0.598313606978	1262.78488437	2224.4064461	0.522538756537	240.300694216	53.3210382111	887.339463967	1.77092971303	4564.73739921	25	0	0	InLimits	37	InLimits	5					
9	8	1	1	2652	0.912895927602	2421	775.660883932	0.487738724822	14.2792234614	0.0034763621238	34570	0.593995696352	1257.95034486	2215.2146659	0.517716056191	238.95708127	54.3209430142	873.342952407	1.80884656557	4577.2383766	25	0	0	InLimits	37	InLimits	5					
8	8	1	1	2370	0.917721518987	2175	782.552643678	0.507100976048	12.8110344828	0.00325984256533	27864	0.597649892031	1370.9262212	2377.99264284	0.521866700498	238.461071643	61.084266437	934.098511012	1.81379921462	4978.03954491	25	0	0	InLimits	37	InLimits	5					
7	8	1	1	2665	0.914446529081	2437	756.022158391	0.490503874269	14.9638900287	0.0039199519699	36467	0.604549514575	1427.97227049	2473.49107412	0.531026986191	240.506365772	50.5231030795	924.747214303	1.8649533838	5147.27066746	25	0	0	InLimits	37	InLimits	5					
6	8	1	1	2329	0.913696865608	2128	734.182800752	0.485636299866	13.9906015038	0.00370029216382	29772	0.599936163311	1381.46920251	2406.68863362	0.524615402024	235.500199479	52.47685745	893.95556113	1.87016072512	4965.00005306	25	0	0	InLimits	37	InLimits	5					
5	8	1	1	2557	0.911224090731	2330	773.696566524	0.488292011985	14.4845493562	0.00354831072349	33749	0.596106238515	1241.95229874	2184.05964621	0.519423380981	235.475418036	53.4153011941	832.449322825	1.82067618714	4581.01637672	25	0	0	InLimits	37	InLimits	5					
4	8	1	1	2398	0.913678065054	2191	746.549977179	0.496244950938	13.8064810589	0.00350570719448	30250	0.597080266085	1295.00154841	2270.18238017	0.520658979133	236.963795483	54.0724297521	883.774880159	1.77323983261	4724.58167025	25	0	0	InLimits	37	InLimits	5					
